"SITECODE";"NAZEV";"HABITAT_CODE";"ROZLOHA";"TYPICKE_DRUHY";"REPRE";"REPRE_SDF";"KVALITA_ORIG";"KVALITA";"MINIMIAREAL";"MOZAIKA";"CELISTVOST";"KONEKTIVITA";"RED_LIST";"INVASIVE";"EXPANSIVE";"MRTVE_DREVO";"KALAMITA_POLOM";"RED_LIST_SPECIES";"INVASIVE_LIST";"EXPANSIVE_LIST";"RELATIVE_AREA_PERC";"EVL_AREA_PERC";"W_AREA_HA";"W_AREA_PERC";"VYPLNENOST_TD";"VYPLNENOST_KVALITA";"VYPLNENOST_MD";"PERC_SPAT";"PERC_0";"PERC_1";"PERC_2";"DATE_MIN";"DATE_MAX";"DATE_MEAN";"DATE_MEDIAN"
"CZ0524044";"Krkonoöe";"9110";3431,41818538957;2,80456222076853;5,70497642393734;3,69151457261382;4,63216713654977;3,83751277592535;10;-51844,4552243437;3,13690808131543;9,95732540732675;10;9,02576466718886;8,78354074105334;2,94873636316436;0,13495199632983;"Hieracium tubulosum, Campanula latifolia, Leucojum vernum, Pyrola media, Juniperus communis subsp. communis, Orthilia secunda, Phleum rhaeticum, Moneses uniflora, Neottia nidus-avis, Chrysosplenium oppositifolium, Aquilegia vulgaris, Epilobium obscurum, Crepis mollis subsp. hieracioides, Hieracium iseranum, Campanula bohemica, Potentilla aurea, Hieracium flagellare, Epilobium palustre, Huperzia selago, Festuca nigrescens, Polystichum aculeatum, Galium mollugo, Trollius altissimus, Dactylorhiza fuchsii subsp. fuchsii, Streptopus amplexifolius, Myosotis palustris subsp. palustris, Hieracium stoloniflorum, Festuca supina, Sedum alpestre, Hieracium schmidtii, Platanthera bifolia, Salix silesiaca, Gnaphalium norvegicum, Asplenium viride, Dryopteris expansa, Cryptogramma crispa, Phyllitis scolopendrium, Platanthera chlorantha, Pyrola minor, Epipogium aphyllum, Monotropa hypopitys, Hieracium lactucella, Chenopodium bonus-henricus, Equisetum telmateia, Platanthera sp., Glyceria nemoralis, Dactylis glomerata subsp. slovenica, Petasites kablikianus, Arnica montana, Dactylorhiza majalis, Sagina nodosa, Hieracium bifidum, Epilobium alsinifolium, Dactylorhiza majalis subsp. majalis, Epilobium parviflorum, Corallorhiza trifida, Jovibarba globifera subsp. globifera, Equisetum hyemale, Epipactis atrorubens, Centaurea montana";"Cirsium arvense, Rumex alpinus, Impatiens parviflora, Galeobdolon argentatum, Telekia speciosa, Parthenocissus inserta, Solidago gigantea, Arrhenatherum elatius, Lupinus polyphyllus, Impatiens glandulifera, Juglans regia";"Rubus idaeus, Rumex obtusifolius, Senecio ovatus, Urtica dioica, Cirsium oleraceum, Filipendula ulmaria, Crataegus laevigata, Rubus fruticosus agg., Sambucus nigra, Cirsium heterophyllum, Rosa pendulina, Petasites hybridus, Rubus caesius, Senecio hercynicus, Rosa canina subsp. canina, Crataegus sp., Hedera helix, Rubus sp.";2,49319731959233;6,24125778001266;0;0;0,635083435116058;1;0,62625741036141;99,2395279986533;2,85438956762227;49,8743752169797;47,2712352153981;2001-10-07;2019-08-17;2013-03-16;2013-07-22
"CZ0524044";"Krkonoöe";"6230";985,583333666317;4,26075320101028;7,01448844283162;4,92185256245147;6,09752332892322;4,86434413225751;10;-20816,3786572394;6,00353631912039;9,96463646268766;10;9,67909206518161;9,35339463999447;NA;NA;"Carex lepidocarpa, Gymnadenia conopsea, Potentilla aurea, Crepis conyzifolia, Gnaphalium norvegicum, Hieracium prenanthoides, Hieracium aurantiacum, Dactylorhiza majalis, Arnica montana, Crepis mollis subsp. hieracioides, Platanthera chlorantha, Campanula bohemica, Thesium alpinum, Hieracium iseranum, Hieracium fritzei, Carex flava, Viola lutea subsp. sudetica, Luzula spicata, Hieracium tubulosum, Empetrum hermaphroditum, Phleum rhaeticum, Anemone narcissiflora, Hypochaeris uniflora, Dactylorhiza fuchsii subsp. fuchsii, Jovibarba globifera, Trifolium spadiceum, Botrychium lunaria, Pedicularis sylvatica, Campanula latifolia, Carex riparia, Huperzia selago, Hieracium alpinum, Pulsatilla alpina subsp. austriaca, Gladiolus imbricatus, Rhodiola rosea, Geum montanum, Leucojum vernum, Betula carpatica, Crepis mollis, Swertia perennis, Carex bigelowii subsp. rigida, Platanthera bifolia, Rhinanthus pulcher, Hieracium flagellare, Potentilla anglica, Dactylorhiza fuchsii subsp. sudetica, Salix silesiaca, Festuca supina, Chrysosplenium oppositifolium, Hieracium lactucella, Hieracium glomeratum, Allium victorialis, Carex atrata, Sagina saginoides, Epilobium palustre, Diphasiastrum alpinum, Pseudorchis albida, Galium mollugo, Antennaria dioica, Coeloglossum viride, Myosotis palustris subsp. palustris, Polemonium caeruleum, Viola tricolor subsp. tricolor, Iris sibirica, Sedum alpestre, Epilobium parviflorum, Hieracium atratum agg., Epilobium alpestre, Salix lapponum, Hieracium tubulascens, Bartsia alpina, Menyanthes trifoliata, Urtica urens, Gnaphalium supinum, Agrostis rupestris, Alnus alnobetula, Salix bicolor, Lilium bulbiferum, Hieracium sudeticum, Dactylorhiza sambucina, Epilobium obscurum, Chenopodium bonus-henricus, Epilobium alsinifolium, Trichophorum cespitosum, Streptopus amplexifolius, Dactylorhiza majalis subsp. majalis, Gymnadenia conopsea subsp. conopsea, Rhynchospora alba, Cirsium acaule, Gentiana pannonica, Jovibarba globifera subsp. globifera, Crocus heuffelianus, Eriophorum latifolium, Epipactis palustris, Gentianella campestris subsp. baltica, Epilobium nutans, Hieracium caesium, Salix rosmarinifolia, Potentilla palustris, Carex cespitosa, Aquilegia vulgaris, Polygala amarella, Hieracium rubrum, Gentianopsis ciliata, Carex hartmanii, Caltha palustris subsp. laeta, Leucojum vernum subsp. vernum, Trollius altissimus, Platanthera sp., Centaurea montana, Pyrola minor";"Arrhenatherum elatius, Impatiens parviflora, Cirsium arvense, Rumex alpinus, Reynoutria sachalinensis, Lupinus polyphyllus, Solidago gigantea";"Senecio ovatus, Cirsium heterophyllum, Rubus caesius, Rubus idaeus, Rumex obtusifolius, Urtica dioica, Cirsium oleraceum, Senecio hercynicus, Filipendula ulmaria, Calamagrostis epigejos, Crataegus ◊ macrocarpa, Rubus ser. Glandulosi, Rumex crispus, Rosa canina, Crataegus sp.";9,53326165948253;1,79263479901309;0;0;0,829688122737391;1;0;96,8847118917132;0,244941964147069;68,1911067563105;31,5639512795424;2001-07-03;2020-04-06;2013-03-21;2012-08-14
"CZ0524044";"Krkonoöe";"4030";42,1831805295165;4,26353091999477;6,85883889907621;4,80157970700685;7,61002120598237;6,05688276506949;10;10;9,30627224368926;9,77068353458547;9,99104582147925;9,09468347517375;9,96567530883032;NA;NA;"Festuca versicolor, Rhodiola rosea, Dactylorhiza fuchsii subsp. fuchsii, Gnaphalium norvegicum, Campanula bohemica, Crepis conyzifolia, Arnica montana, Viola lutea subsp. sudetica, Botrychium matricariifolium, Phleum rhaeticum, Dactylorhiza fuchsii subsp. sudetica, Pseudorchis albida, Dactylis glomerata subsp. slovenica, Festuca supina, Gymnadenia conopsea, Potentilla aurea, Hieracium prenanthoides, Pulsatilla alpina subsp. austriaca, Empetrum hermaphroditum, Hypochaeris uniflora, Swertia perennis, Salix silesiaca, Thesium alpinum, Salix lapponum var. lapponum, Sedum alpestre, Delphinium elatum, Anemone narcissiflora, Bartsia alpina, Epilobium anagallidifolium, Hieracium aurantiacum, Gymnadenia conopsea subsp. conopsea, Huperzia selago";"Lupinus polyphyllus, Rumex alpinus";"Senecio hercynicus, Rubus idaeus";3,03926018312096;0,0767251583577049;0;0;0,844835636603586;1;0;86,8584566299188;0;63,5734764440016;36,4265235559984;2008-08-17;2020-04-06;2012-09-09;2009-10-31
"CZ0524044";"Krkonoöe";"6510";2731,74950292252;2,88973193288026;5,00784050727219;3,57154287486187;4,77697623520554;3,72427685561384;10;10;6,46495130621736;9,98072425959674;10;9,49782313484594;9,08026153659217;NA;NA;"Platanthera bifolia, Crepis mollis subsp. hieracioides, Hieracium piloselliflorum, Hieracium aurantiacum, Platanthera chlorantha, Tragopogon pratensis subsp. minor, Dactylorhiza majalis, Gymnadenia conopsea, Carex flava, Phleum rhaeticum, Viola lutea subsp. sudetica, Epilobium obscurum, Leucojum vernum, Galium mollugo, Salix silesiaca, Parnassia palustris, Campanula bohemica, Menyanthes trifoliata, Hieracium iseranum, Crepis mollis, Trollius altissimus, Rhinanthus alectorolophus, Pedicularis sylvatica, Hieracium flagellare, Festuca nigrescens, Crepis conyzifolia, Potentilla aurea, Gentianopsis ciliata, Dactylorhiza majalis subsp. majalis, Myosotis palustris subsp. palustris, Gymnadenia conopsea subsp. conopsea, Aquilegia vulgaris, Epipactis atrorubens, Iris sibirica, Neottia nidus-avis, Epilobium palustre, Cephalanthera damasonium, Dactylorhiza fuchsii subsp. fuchsii, Campanula latifolia, Valeriana excelsa subsp. procurrens, Rosa agrestis, Chenopodium bonus-henricus, Salix pentandra, Jovibarba globifera subsp. globifera, Polygala multicaulis, Orthilia secunda, Platanthera sp., Malus sylvestris, Crocus albiflorus, Alchemilla propinqua, Epilobium alpestre, Carex lepidocarpa, Eriophorum latifolium, Caltha palustris subsp. laeta, Alchemilla ursina, Poa remota, Epilobium parviflorum, Crepis mollis subsp. mollis, Crataegus lindmanii, Hieracium glomeratum, Ribes nigrum, Hieracium cymosum, Botrychium lunaria, Hieracium lactucella, Centaurea montana, Juncus alpinoarticulatus, Lilium bulbiferum, Pyrus pyraster, Cirsium acaule, Orchis ustulata, Huperzia selago, Pyrola minor, Euphrasia nemorosa, Galanthus nivalis, Veronica hederifolia, Crocus heuffelianus, Dactylorhiza sambucina, Trifolium spadiceum";"Lupinus polyphyllus, Cirsium arvense, Impatiens parviflora, Rumex alpinus, Sisymbrium loeselii, Solidago canadensis, Impatiens glandulifera, Bunias orientalis, Juglans regia, Telekia speciosa, Aesculus hippocastanum, Galeobdolon argentatum, Mahonia aquifolium, Populus balsamifera";"Cirsium oleraceum, Filipendula ulmaria, Rumex obtusifolius, Crataegus sp., Rubus idaeus, Petasites hybridus, Rosa canina subsp. canina, Rubus fruticosus agg., Senecio ovatus, Urtica dioica, Sambucus nigra, Cirsium heterophyllum, Phalaris arundinacea, Calamagrostis epigejos, Senecio hercynicus, Crataegus ◊ macrocarpa, Rosa canina agg., Rubus ser. Glandulosi, Rumex crispus, Crataegus monogyna, Crataegus laevigata, Prunus spinosa, Rosa sp., Rubus sp., Rosa canina, Ligustrum vulgare, Rubus caesius, Rosa pendulina";1,55913572812181;4,96866074521466;0;0;0,605943983858283;1;0;99,8696360208493;7,73362945318161;58,4246018806901;33,8417686661283;2002-05-17;2019-08-02;2011-01-19;2010-06-27
"CZ0524044";"Krkonoöe";"6520";1914,14877276351;4,00225755987391;5,60752496327104;4,33883639477175;5,94896008426722;4,32696692809861;10;-22126,0599486029;6,07532797387722;9,97676630620663;10;9,01179912588204;8,89429367288025;NA;NA;"Potentilla aurea, Gymnadenia conopsea, Hieracium aurantiacum, Platanthera chlorantha, Dactylorhiza majalis, Aquilegia vulgaris, Platanthera bifolia, Campanula bohemica, Anemone narcissiflora, Crepis mollis subsp. hieracioides, Gnaphalium norvegicum, Phleum rhaeticum, Hieracium fritzei, Crepis conyzifolia, Hieracium alpinum, Arnica montana, Viola lutea subsp. sudetica, Carex bigelowii subsp. rigida, Thesium alpinum, Hypochaeris uniflora, Carex flava, Menyanthes trifoliata, Rhinanthus pulcher, Crepis mollis, Campanula latifolia, Trollius altissimus, Centaurea montana, Euphorbia stricta, Salix silesiaca, Gentianopsis ciliata, Leucojum vernum, Orchis mascula, Botrychium lunaria, Lilium bulbiferum, Trifolium spadiceum, Epilobium obscurum, Galium mollugo, Pedicularis sylvatica, Eriophorum latifolium, Epilobium palustre, Epilobium alpestre, Antennaria dioica, Sagina saginoides, Salix lapponum, Hieracium iseranum, Hieracium stoloniflorum, Hieracium flagellare, Hieracium prenanthoides, Orthilia secunda, Epipactis atrorubens, Rubus saxatilis, Dactylorhiza fuchsii subsp. sudetica, Corallorhiza trifida, Neottia nidus-avis, Hieracium glomeratum, Sedum alpestre, Festuca supina, Hieracium lactucella, Empetrum nigrum, Cephalanthera damasonium, Chenopodium bonus-henricus, Geum montanum, Dactylorhiza fuchsii subsp. fuchsii, Hieracium fuscoatrum, Parnassia palustris, Poa remota, Swertia perennis, Botrychium matricariifolium, Gymnadenia conopsea subsp. conopsea, Galanthus nivalis, Dactylorhiza majalis subsp. majalis, Myosotis palustris subsp. palustris, Chrysosplenium oppositifolium, Alchemilla propinqua, Alnus alnobetula, Fumaria officinalis subsp. wirtgenii, Salix lapponum var. lapponum, Bartsia alpina, Salix bicolor, Jovibarba globifera, Gagea minima, Polystichum aculeatum, Crocus albiflorus, Pyrola minor, Gladiolus imbricatus, Ribes nigrum, Taxus baccata, Platanthera sp., Juniperus communis, Streptopus amplexifolius, Epilobium parviflorum, Rhinanthus alectorolophus, Hieracium caesium, Epilobium alsinifolium, Caltha palustris subsp. laeta, Spiraea salicifolia, Hieracium cymosum, Juniperus communis subsp. communis, Coeloglossum viride, Potentilla palustris, Betula nana, Epilobium nutans, Pseudorchis albida, Jovibarba globifera subsp. globifera, Hieracium rubrum, Sorbus sudetica, Senecio subalpinus, Polygala amara subsp. brachyptera, Leucojum vernum subsp. vernum, Agrostis rupestris, Carex hartmanii, Dactylorhiza incarnata, Pulsatilla alpina subsp. austriaca, Petasites kablikianus, Veronica hederifolia, Hieracium tubulosum";"Arrhenatherum elatius, Rumex alpinus, Lupinus polyphyllus, Cirsium arvense, Impatiens parviflora, Solidago gigantea, Solidago canadensis, Reynoutria sachalinensis, Telekia speciosa, Heracleum mantegazzianum, Mahonia aquifolium, Galeobdolon argentatum, Lunaria annua";"Cirsium heterophyllum, Senecio ovatus, Urtica dioica, Phalaris arundinacea, Senecio hercynicus, Cirsium oleraceum, Filipendula ulmaria, Rumex obtusifolius, Crataegus monogyna, Crataegus sp., Calamagrostis epigejos, Petasites hybridus, Prunus spinosa, Rubus fruticosus agg., Rumex crispus, Rosa pendulina, Rubus saxatilis, Rubus idaeus, Rosa canina, Rosa canina subsp. canina, Sambucus nigra, Rubus caesius, Rubus sp., Crataegus ◊ macrocarpa";12,5952232845134;3,4815622214101;0;0;0,719522339265721;1;0;99,0615451752913;8,18236689318683;64,907861288492;26,9097718183211;2001-06-19;2019-08-14;2011-08-10;2010-07-08
"CZ0524044";"Krkonoöe";"8220";154,77134940756;2,90497050032423;7,87605455902937;4,57394108783218;7,93775199958157;7,58870599235683;10;-2164,56178855047;8,19744051669022;9,89941058809288;10;10;9,09901315765294;NA;NA;"Galium sudeticum, Sorbus sudetica, Veronica bellidioides, Sedum alpestre, Hypochaeris uniflora, Salix lapponum var. lapponum, Hedysarum hedysaroides, Primula minima, Swertia perennis, Pedicularis sudetica, Trichophorum cespitosum, Campanula bohemica, Bartsia alpina, Parnassia palustris, Trichophorum alpinum, Agrostis rupestris, Huperzia selago, Drosera rotundifolia, Carex vaginata, Ribes petraeum, Juncus trifidus, Festuca supina, Potentilla aurea, Pulsatilla alpina subsp. austriaca, Arnica montana, Festuca versicolor, Hieracium alpinum, Delphinium elatum, Epilobium alsinifolium, Crepis conyzifolia, Gnaphalium norvegicum, Selaginella selaginoides, Carex bigelowii subsp. rigida, Betula carpatica, Cryptogramma crispa, Epilobium anagallidifolium, Hieracium prenanthoides, Salix silesiaca, Carex atrata, Hieracium schmidtii, Anemone narcissiflora, Dactylorhiza fuchsii subsp. fuchsii, Streptopus amplexifolius, Aquilegia vulgaris, Asplenium viride, Poa laxa, Carex lasiocarpa, Gymnadenia conopsea subsp. conopsea, Campanula rotundifolia subsp. sudetica, Epilobium nutans, Ranunculus aconitifolius, Cardamine resedifolia, Hieracium rohlenae, Hieracium sudeticum, Luzula spicata, Phleum rhaeticum, Carex aterrima, Diphasiastrum alpinum, Hieracium tubulosum, Carex capillaris, Botrychium lunaria, Rhodiola rosea, Salix herbacea";"NA";"Rubus idaeus, Rubus sp., Senecio hercynicus, Senecio ovatus, Urtica dioica";2,27312221742361;0,281506897855215;0;0;0,792654046635987;1;0;31,6311859850776;0,193927055496737;87,3872669731962;12,4188059713071;2002-06-06;2019-07-06;2011-07-18;2009-09-09
"CZ0524044";"Krkonoöe";"8310";0,00993744880295942;0;10;10;10;10;10;10;10;10;0;10;10;NA;NA;"NA";"NA";"NA";0,561133653060909;1,8074794823618e-05;0;0;0;1;0;100;0;100;0;2012-07-24;2012-07-24;2012-07-24;2012-07-24
"CZ0524044";"Krkonoöe";"4070";1301,48608289522;5,71164228281325;9,43693711466365;6,77336060801844;9,92167803222207;9,54797708961769;10;-1312,04455855633;9,21352155408204;9,98593369096173;10;9,51157618422864;8,10786304063739;NA;NA;"Agrostis rupestris, Trichophorum cespitosum, Phleum rhaeticum, Potentilla aurea, Gnaphalium norvegicum, Pulsatilla alpina subsp. austriaca, Carex bigelowii subsp. rigida, Viola lutea subsp. sudetica, Swertia perennis, Arnica montana, Geum montanum, Carex limosa, Botrychium lunaria, Primula minima, Epilobium anagallidifolium, Festuca supina, Hieracium tubulosum, Huperzia selago, Sedum alpestre, Bartsia alpina, Hieracium aurantiacum, Hieracium alpinum, Juncus trifidus, Hypochaeris uniflora, Pseudorchis albida, Hieracium fritzei, Pedicularis sudetica, Cryptogramma crispa, Streptopus amplexifolius, Salix herbacea, Crepis conyzifolia, Sorbus sudetica, Dactylorhiza maculata subsp. maculata, Salix lapponum, Betula carpatica, Carex capillaris, Carex vaginata, Hieracium prenanthoides, Coeloglossum viride, Epilobium alpestre, Salix silesiaca, Anemone narcissiflora, Rhinanthus pulcher, Carex pauciflora, Campanula bohemica, Gymnadenia conopsea, Allium victorialis, Epilobium nutans, Pleurospermum austriacum, Rubus chamaemorus, Oxycoccus microcarpus, Parnassia palustris, Carex paupercula, Selaginella selaginoides, Ranunculus aconitifolius, Dactylorhiza fuchsii subsp. sudetica, Bupleurum longifolium subsp. vapincense, Ribes petraeum, Thesium alpinum, Crepis mollis subsp. mollis, Epilobium palustre, Urtica urens, Arabis sudetica, Diphasiastrum complanatum, Luzula spicata, Delphinium elatum, Galium sudeticum, Trichophorum alpinum, Empetrum hermaphroditum, Andromeda polifolia, Sagina saginoides, Carex flava, Potentilla palustris, Carex atrata, Poa remota, Alchemilla fissa, Gymnadenia odoratissima, Drosera rotundifolia, Epilobium alsinifolium, Campanula latifolia, Thymus alpestris, Dianthus superbus subsp. alpestris, Dianthus superbus, Diphasiastrum alpinum, Dactylorhiza majalis, Eriophorum latifolium, Hieracium decipiens, Epilobium obscurum, Hieracium atratum agg., Crepis mollis subsp. hieracioides, Montia fontana, Hieracium tubulascens, Viola tricolor subsp. tricolor, Alchemilla propinqua, Salix lapponum var. daphneola, Salix lapponum var. lapponum, Salix bicolor, Carex viridula, Chenopodium bonus-henricus, Empetrum nigrum, Cardamine resedifolia, Gentianopsis ciliata, Hieracium lactucella, Carex aterrima, Carex viridula subsp. pseudoscandinavica, Hieracium sudeticum, Dactylorhiza fuchsii subsp. fuchsii, Hieracium riphaeum, Platanthera chlorantha, Myosotis palustris subsp. palustris, Hieracium pedunculare, Poa laxa, Trollius altissimus, Dactylorhiza majalis subsp. majalis, Carex lasiocarpa, Prunus padus subsp. borealis, Diphasiastrum issleri, Diphasiastrum oellgaardii, Pyrola minor, Gentiana cruciata, Pinguicula vulgaris subsp. vulgaris, Hieracium vulgatum";"Rumex alpinus";"Cirsium heterophyllum, Rubus idaeus, Senecio hercynicus, Senecio ovatus, Urtica dioica";99,4105091911356;2,36721661470294;0;0;0,998541528761278;1;0;96,5799810325543;0;79,9650509090263;20,0349490909737;2008-08-17;2019-08-04;2012-05-19;2009-08-31
"CZ0524044";"Krkonoöe";"9180";171,231848611595;4,09075575005705;5,11749338004187;4,0175170334442;7,00397442158665;5,26569516062401;10;10;2,21238312054318;9,90656711515895;5,02926539130364;9,59563168972184;8,64384347818024;5,78914703341861;0,518204459660996;"Petasites kablikianus, Chrysosplenium oppositifolium, Campanula latifolia, Asplenium viride, Platanthera chlorantha, Dryopteris expansa, Galeopsis ladanum, Dactylorhiza majalis, Gymnadenia conopsea, Platanthera bifolia, Carex davalliana, Polystichum aculeatum, Leucojum vernum, Polystichum lonchitis, Poa remota, Myosotis palustris subsp. palustris, Hieracium lactucella, Dryopteris cristata";"Cirsium arvense, Impatiens parviflora, Rumex alpinus, Solidago canadensis, Arrhenatherum elatius, Galeobdolon argentatum, Symphoricarpos albus";"Calamagrostis epigejos, Cirsium oleraceum, Petasites hybridus, Senecio ovatus, Urtica dioica, Phalaris arundinacea, Rubus idaeus, Rumex obtusifolius, Rosa pendulina, Sambucus nigra, Rubus fruticosus agg., Crataegus sp.";0,966313557219784;0,311446186268824;0;0;0,803058303192919;1;0,803058303192919;96,3528969304558;4,96326568758855;36,8336970467344;58,203037265677;2002-06-04;2021-08-12;2012-09-04;2013-08-14
"CZ0524044";"Krkonoöe";"7140";119,449932824316;7,12301823960678;8,58385076386111;7,39988230732074;9,48018950793266;8,69813490141192;10;-8164,43506412343;3,8895806853407;9,94313236515334;10;9,8287793472757;9,41937734024316;NA;NA;"Dactylorhiza majalis, Sedum alpestre, Carex flava, Salix silesiaca, Potentilla aurea, Carex pauciflora, Arnica montana, Trichophorum cespitosum, Gentiana punctata, Rhinanthus pulcher, Carex paupercula, Bartsia alpina, Hieracium aurantiacum, Swertia perennis, Hypochaeris uniflora, Gymnadenia conopsea, Parnassia palustris, Pedicularis sudetica, Campanula bohemica, Festuca supina, Epilobium palustre, Primula minima, Salix lapponum, Crepis conyzifolia, Viola lutea subsp. sudetica, Trichophorum alpinum, Drosera rotundifolia, Carex vaginata, Pedicularis sylvatica, Hieracium fritzei, Agrostis rupestris, Dactylorhiza fuchsii subsp. fuchsii, Gnaphalium norvegicum, Chenopodium bonus-henricus, Botrychium lunaria, Epilobium alpestre, Sagina saginoides, Carex bigelowii subsp. rigida, Epilobium anagallidifolium, Menyanthes trifoliata, Empetrum nigrum, Epilobium nutans, Andromeda polifolia, Centaurea montana, Hieracium alpinum, Oxycoccus microcarpus, Rubus chamaemorus, Empetrum hermaphroditum, Poa remota, Phleum rhaeticum, Dactylorhiza majalis subsp. majalis, Hieracium tubulascens, Crepis mollis subsp. hieracioides, Platanthera sp., Salix lapponum var. lapponum, Epilobium alsinifolium, Leucojum vernum, Carex limosa, Hieracium tubulosum, Betula carpatica, Huperzia selago, Ranunculus aconitifolius, Rhodiola rosea, Triglochin palustre, Montia fontana, Myosotis palustris subsp. palustris, Epilobium parviflorum, Juniperus communis subsp. alpina, Pulsatilla alpina subsp. austriaca, Eriophorum latifolium, Dactylorhiza fuchsii subsp. sudetica, Betula nana";"Rumex alpinus, Cirsium arvense, Lupinus polyphyllus";"Rumex obtusifolius, Senecio ovatus, Cirsium heterophyllum, Senecio hercynicus, Filipendula ulmaria, Cirsium oleraceum, Rubus idaeus, Urtica dioica";2,24476840800083;0,217262304471093;0;0;0,975916943573603;1;0;86,0901935538195;1,39169414044181;31,9891407589343;66,6191651006239;2002-06-06;2019-08-05;2013-11-29;2016-08-16
"CZ0524044";"Krkonoöe";"91D0";196,264728156718;7,74182158423736;9,11354084113651;8,0725059809959;9,34512768763229;8,81926767874097;10;-4040,18983100011;2,26860411021637;9,95458556265132;10;9,59786192397362;9,36395913639291;2,55947748209019;0,0615791554473025;"Carex bigelowii subsp. rigida, Diphasiastrum alpinum, Botrychium lunaria, Hieracium tubulosum, Potentilla aurea, Gnaphalium norvegicum, Phleum rhaeticum, Potentilla palustris, Sedum alpestre, Hieracium alpinum, Huperzia selago, Hieracium fritzei, Rhodiola rosea, Oxycoccus microcarpus, Rubus chamaemorus, Pedicularis sudetica, Dactylorhiza maculata subsp. maculata, Salix silesiaca, Drosera rotundifolia, Epilobium palustre, Trichophorum cespitosum, Carex pauciflora, Empetrum hermaphroditum, Andromeda polifolia, Carex limosa, Pseudorchis albida, Festuca supina, Agrostis rupestris, Anemone narcissiflora, Empetrum nigrum, Betula carpatica, Montia fontana, Salix lapponum, Carex paupercula, Listera cordata, Pulsatilla alpina subsp. austriaca, Geum montanum, Arnica montana, Campanula bohemica, Crepis conyzifolia, Rhinanthus pulcher, Bartsia alpina, Euphrasia coerulea, Hypochaeris uniflora, Epilobium anagallidifolium, Salix lapponum var. lapponum, Poa laxa, Primula minima, Scheuchzeria palustris, Epilobium nutans, Swertia perennis, Juncus acutiflorus, Trichophorum alpinum, Hieracium aurantiacum, Streptopus amplexifolius, Eriophorum latifolium, Dactylorhiza fuchsii subsp. fuchsii, Dactylorhiza majalis";"Lupinus polyphyllus, Rumex alpinus";"Senecio ovatus, Rubus chamaemorus, Senecio hercynicus";1,37143789240153;0,356977405658621;0;0;0,972764190880176;1;0,530036111834805;88,7804087851333;1,82879720560383;64,8572478887782;33,313954905618;2001-10-07;2019-08-04;2013-01-26;2010-09-15
"CZ0524044";"Krkonoöe";"6150";630,590478766008;6,68558789985794;9,00530819098289;7,18825503296878;9,93844767896299;9,83733079070097;10;-449,662338206754;9,66112190597222;9,97555791860593;10;9,38574151142519;8,53425443316396;NA;NA;"Trichophorum cespitosum, Juncus trifidus, Hieracium fritzei, Pulsatilla alpina subsp. austriaca, Pedicularis sudetica, Huperzia selago, Sedum alpestre, Phleum rhaeticum, Hieracium tubulosum, Pseudorchis albida, Carex bigelowii subsp. rigida, Agrostis rupestris, Swertia perennis, Dactylorhiza fuchsii subsp. fuchsii, Primula minima, Potentilla aurea, Carex paupercula, Gnaphalium supinum, Botrychium lunaria, Lycopodiella inundata, Diphasiastrum alpinum, Andromeda polifolia, Hieracium alpinum, Luzula spicata, Bartsia alpina, Carex pauciflora, Diphasiastrum tristachyum, Viola lutea subsp. sudetica, Festuca supina, Sagina saginoides, Salix lapponum, Empetrum hermaphroditum, Carex atrata, Carex vaginata, Salix herbacea, Carex viridula subsp. pseudoscandinavica, Minuartia corcontica, Carex capillaris, Carex limosa, Chenopodium bonus-henricus, Epilobium alpestre, Crepis conyzifolia, Asplenium viride, Hieracium prenanthoides, Alchemilla propinqua, Hypochaeris uniflora, Rubus chamaemorus, Campanula bohemica, Epilobium palustre, Parnassia palustris, Saxifraga oppositifolia, Rhinanthus pulcher, Ranunculus aconitifolius, Empetrum nigrum, Allium victorialis, Anemone narcissiflora, Arnica montana, Campanula latifolia, Diphasiastrum complanatum, Epilobium alsinifolium, Oxycoccus microcarpus, Delphinium elatum, Salix silesiaca, Diphasiastrum oellgaardii, Hieracium rohlenae, Hieracium decipiens, Gentiana pannonica, Eriophorum latifolium, Geum montanum, Epilobium anagallidifolium, Gnaphalium norvegicum, Betula carpatica, Coeloglossum viride, Rhinanthus alectorolophus, Hieracium schustleri, Salix lapponum var. lapponum, Scheuchzeria palustris, Salix repens, Alchemilla fissa, Trollius altissimus, Crocus heuffelianus, Carex cespitosa, Epilobium nutans, Streptopus amplexifolius, Dactylorhiza majalis, Urtica urens, Trichophorum alpinum, Carex aterrima, Poa laxa, Hieracium pedunculare, Myosotis palustris subsp. palustris, Hieracium wimmeri, Carex flava, Hieracium aurantiacum, Gymnadenia conopsea";"Cirsium arvense, Rumex alpinus";"Urtica dioica, Rubus idaeus, Rumex obtusifolius, Senecio hercynicus, Senecio ovatus, Cirsium heterophyllum, Rubus chamaemorus";74,791336997717;1,14695368473529;0;0;1;1;0;82,826294485725;0;79,099956649265;20,900043350735;2008-08-21;2016-08-22;2011-12-23;2009-08-29
