"EVL_SITECODE","SITECODE","NAZEV","DRUH","PRESENCE_P1a","POP_P1b","REPRO_P2","HABLOS_P3","PRED_P4","WATER_P5","DRY_P6","VEG_P7","TRANSP_P8","CHYTRI_P9","ZASTIN_P10","OVERALL","SUFFICIENT"
"CZ0624070","CZ0624070_47","Hodonínská 47","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_48","Hodonínská 48","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_49","Hodonínská 49","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_5","Hodonínská 5","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_50","Hodonínská 50","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_51","Hodonínská 51","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_52","Hodonínská 52","Bombina bombina",0,0,1,1,0,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_6","Hodonínská 6","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_7","Hodonínská 7","Bombina bombina",0,0,1,1,0,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_8","Hodonínská 8","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_9","Hodonínská 9","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624099","CZ0624099_1","KO_06","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_10","Nejdek","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_11","Azant","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_12","Křivé jezero","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_2","KO 08","Bombina bombina",1,NA,1,1,0,1,1,0,1,1,1,0.5,0
"CZ0624099","CZ0624099_3","KO 18","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_4","KO 21","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624099","CZ0624099_5","KO 24","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_6","L 01","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_7","L F","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_8","U Janohradu","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624099","CZ0624099_9","NPP Pastvisko","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0624119","CZ0624119_1","tůň Kojetín","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_10","tůně u ramena s rarohy","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_11","Košárské louky","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_12","tůň u Dědové louky","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_13","Dědova pískovna","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_14","Soutok-Podluží, staré rameno Moravy","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624119","CZ0624119_2","Kostická čista","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624119","CZ0624119_3","rameno Skařiny","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_7","Cahnov","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624119","CZ0624119_8","mokřad v Hlavní aleji u Košárských luk","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0713008","CZ0713008","Deylův ostrůvek","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0713394","CZ0713394_1","Nové tůně","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0713394","CZ0713394_2","Nad Horním Svrčovem","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0713394","CZ0713394_3","Horní Svrčov","Bombina bombina",0,NA,1,1,1,0,1,NA,1,1,1,0,0
"CZ0713394","CZ0713394_4","Prostřední Svrčov","Bombina bombina",0,NA,1,1,0,0,1,NA,1,1,1,0,0
"CZ0713394","CZ0713394_5","Dolní Svrčov","Bombina bombina",0,NA,1,1,0,0,1,NA,1,1,1,0,0
"CZ0714082","CZ0714082_1","Žebračka východ","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0714082","CZ0714082_2","Žebračka severozápad","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0714082","CZ0714082_3","Žebračka západ","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0714082","CZ0714082_4","U Žebračky","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0714082","CZ0714082_5","Žebračka jihozápad","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0723413","CZ0723413","Ovčírka","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0723423","CZ0723423_1","Vodni plocha s panelama","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0723423","CZ0723423_2","VP s kaprama (u maringotky)","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0723423","CZ0723423_3","VP za maringotkou","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0723423","CZ0723423_4","Tůň u cesty","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0723423","CZ0723423_5","VP maximálně rybářsky obhospodařovaná","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0723423","CZ0723423_6","Vodni plocha 6","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0723423","CZ0723423_7","Vodní plocha 7 zarostlá tůň","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0723423","CZ0723423_8","Vodní plocha 8","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0723423","CZ0723423_9","Vodni plocha 9","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0723424","CZ0723424_1","Nádrž 1","Bombina bombina",1,NA,1,1,1,0,1,0,1,1,1,0.5,0
"CZ0723424","CZ0723424_2","Nádrž 2","Bombina bombina",1,NA,1,1,1,0,1,0,1,1,1,0.5,0
"CZ0723424","CZ0723424_3","Soustava tůní","Bombina bombina",1,NA,1,1,1,0,1,1,1,1,1,0.5,0
"CZ0723426","CZ0723426","Střížovice","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0813439","CZ0813439_1","EVL Děhylovský potok-Štěpán, Bezedná tůň","Bombina bombina",0,NA,1,1,1,1,1,NA,1,1,1,0,0
"CZ0813439","CZ0813439_2","EVL Děhylovský potok-Štěpán, rybník Štěpán","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0813439","CZ0813439_3","EVL Děhylovský potok-Štěpán, tůň na Žabinci","Bombina bombina",0,NA,1,1,1,1,1,NA,1,1,1,0,0
"CZ0813460","CZ0813460_1","EVL Osoblažský výběžek","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0813460","CZ0813460_2","Osoblažský výběžek","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0813460","CZ0813460_3","Osoblažský výběžek","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0813460","CZ0813460_4","Osoblažský výběžek","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0814092","CZ0814092_10","soustava Košatka","Bombina bombina",1,NA,1,1,0,1,1,0,1,1,1,0.5,0
"CZ0814092","CZ0814092_2","soustava Polanka","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0814092","CZ0814092_3","soustava Jistebník_sever","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0814092","CZ0814092_4","soustava Jistebník_jih","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0814092","CZ0814092_5","Jistebník_nad tratí","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0814092","CZ0814092_6","soustava Studénka","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0814092","CZ0814092_7","soustava Albrechtičky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0814092","CZ0814092_8","soustava Bartošovice","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0814092","CZ0814092_9","soustava Pustějov_pod tratí","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
