SITECODE;HABITAT_CODE;ROZLOHA_PASEKY;ROZLOHA_HOLINY;POCET_SEGMENTU_PASEKY
CZ0620417;6250;NA;NA;NA
CZ0620418;3130;NA;NA;NA
CZ0620419;6210;NA;NA;NA
CZ0620419;6240;NA;NA;NA
CZ0620421;91G0;18,68474525;3,13884073;34
CZ0622009;6210;NA;NA;NA
CZ0622037;3130;NA;NA;NA
CZ0622169;6210;NA;NA;NA
CZ0622217;6210;NA;NA;NA
CZ0622218;40A0;NA;NA;NA
CZ0622218;6250;NA;NA;NA
CZ0622218;6210;NA;NA;NA
CZ0622223;6240;NA;NA;NA
CZ0623004;9,10E+01;2,084334869;2,084334869;1
CZ0623030;3130;NA;NA;NA
CZ0623035;6250;NA;NA;NA
CZ0623041;3260;NA;NA;NA
CZ0623046;9,10E+01;0,001715037;0;1
CZ0623324;3260;NA;NA;NA
CZ0623798;9,10E+01;0,040594258;0;1
CZ0623799;91F0;6,210278158;4,366947279;5
CZ0624001;3260;NA;NA;NA
CZ0624001;6430;NA;NA;NA
CZ0624020;8210;NA;NA;NA
CZ0624020;8310;NA;NA;NA
CZ0624020;6190;NA;NA;NA
CZ0624020;6210;NA;NA;NA
CZ0624020;6240;NA;NA;NA
CZ0624020;6110;NA;NA;NA
CZ0624043;8210;NA;NA;NA
CZ0624043;8310;NA;NA;NA
CZ0624043;6190;NA;NA;NA
CZ0624043;6210;NA;NA;NA
CZ0624043;6240;NA;NA;NA
CZ0624043;8160;NA;NA;NA
CZ0624060;91I0;4,144193377;2,561912166;4
CZ0624060;91G0;8,741546201;4,023091215;16
CZ0624060;6250;NA;NA;NA
CZ0624060;6210;NA;NA;NA
CZ0624062;91I0;0;0;0
CZ0624062;91G0;0;0;0
CZ0624062;6210;NA;NA;NA
CZ0624064;6410;NA;NA;NA
CZ0624064;9170;27,5834037;10,14420774;71
CZ0624064;91I0;5,719987383;4,050929562;15
CZ0624064;91G0;0,719587598;0;6
CZ0624065;9170;0;0;0
CZ0624065;8310;NA;NA;NA
CZ0624065;9180;0;0;0
CZ0624065;91H0;0,001911304;0;1
CZ0624065;9150;0,132603569;0;1
CZ0624065;6240;NA;NA;NA
CZ0624066;9170;0;0;0
CZ0624066;6210;NA;NA;NA
CZ0624068;3270;NA;NA;NA
CZ0624068;3150;NA;NA;NA
CZ0624068;9,10E+01;0,079992868;0;3
CZ0624068;91F0;16,02176867;12,90365577;14
CZ0624068;6430;NA;NA;NA
CZ0624069;9170;9,618360799;1,005210152;17
CZ0624069;91I0;0;0;0
CZ0624069;6210;NA;NA;NA
CZ0624069;6210p;NA;NA;NA
CZ0624070;91I0;55,42612465;12,6693536;111
CZ0624070;2330;NA;NA;NA
CZ0624070;91G0;16,02898911;6,47487058;32
CZ0624070;6260;NA;NA;NA
CZ0624070;9,10E+01;9,677279176;2,193608402;28
CZ0624071;6410;NA;NA;NA
CZ0624071;6440;NA;NA;NA
CZ0624071;3150;NA;NA;NA
CZ0624071;9,10E+01;0,178134952;0;1
CZ0624071;91F0;12,10440657;5,98480527;9
CZ0624072;6410;NA;NA;NA
CZ0624072;9130;5,760374478;3,134613818;28
CZ0624072;9170;24,60773111;7,398029446;57
CZ0624072;91I0;1,35E-07;0;1
CZ0624072;6510;NA;NA;NA
CZ0624072;91G0;0;0;0
CZ0624072;7220;NA;NA;NA
CZ0624072;6210;NA;NA;NA
CZ0624072;6210p;NA;NA;NA
CZ0624072;9,10E+01;0,006903359;0;4
CZ0624072;3140;NA;NA;NA
CZ0624072;6430;NA;NA;NA
CZ0624094;9170;0;0;0
CZ0624095;3270;NA;NA;NA
CZ0624095;9170;21,40454648;10,48312064;51
CZ0624095;6510;NA;NA;NA
CZ0624095;8220;NA;NA;NA
CZ0624095;8210;NA;NA;NA
CZ0624095;40A0;NA;NA;NA
CZ0624095;91U0;0;0;0
CZ0624095;9180;0,826435242;0;10
CZ0624095;6190;NA;NA;NA
CZ0624095;91H0;0,322068042;0;3
CZ0624095;8230;NA;NA;NA
CZ0624095;3150;NA;NA;NA
CZ0624095;8150;NA;NA;NA
CZ0624096;9170;14,90909287;3,799780683;77
CZ0624096;91I0;0,086340735;0;5
CZ0624096;4030;NA;NA;NA
CZ0624096;6510;NA;NA;NA
CZ0624096;5130;NA;NA;NA
CZ0624096;8220;NA;NA;NA
CZ0624096;8310;NA;NA;NA
CZ0624096;40A0;NA;NA;NA
CZ0624096;9180;0,182895223;0;7
CZ0624096;3260;NA;NA;NA
CZ0624096;6190;NA;NA;NA
CZ0624096;8230;NA;NA;NA
CZ0624096;6210;NA;NA;NA
CZ0624096;8150;NA;NA;NA
CZ0624097;6210;NA;NA;NA
CZ0624098;8310;NA;NA;NA
CZ0624099;6510;NA;NA;NA
CZ0624099;6440;NA;NA;NA
CZ0624099;3150;NA;NA;NA
CZ0624099;9,10E+01;2,706195661;0;17
CZ0624099;91F0;71,45733222;38,3467359;101
CZ0624100;91I0;29,51165753;22,58628008;19
CZ0624100;91G0;49,25463572;41,84907331;28
CZ0624100;91H0;0,081454272;0;3
CZ0624100;6210;NA;NA;NA
CZ0624100;6240;NA;NA;NA
CZ0624101;91I0;10,12062551;1,257774025;22
CZ0624101;91G0;15,38919486;8,184615929;26
CZ0624101;6240;NA;NA;NA
CZ0624102;1340;NA;NA;NA
CZ0624103;3150;NA;NA;NA
CZ0624103;9,10E+01;0,101692148;0;3
CZ0624103;91F0;25,13701306;20,65122838;27
CZ0624104;8210;NA;NA;NA
CZ0624104;9180;0,630712562;0;11
CZ0624104;91G0;1,117687362;0;6
CZ0624104;6190;NA;NA;NA
CZ0624104;91H0;0,054901548;0;2
CZ0624104;6210;NA;NA;NA
CZ0624104;6240;NA;NA;NA
CZ0624104;8160;NA;NA;NA
CZ0624106;9170;34,39223495;16,32479725;73
CZ0624106;91G0;10,95023436;5,847893271;19
CZ0624108;6250;NA;NA;NA
CZ0624112;6250;NA;NA;NA
CZ0624114;91I0;9,242854457;4,318783959;17
CZ0624114;91G0;24,01307148;7,177541118;39
CZ0624114;6210;NA;NA;NA
CZ0624114;6210p;NA;NA;NA
CZ0624114;6240;NA;NA;NA
CZ0624115;6210;NA;NA;NA
CZ0624115;6210p;NA;NA;NA
CZ0624115;6240;NA;NA;NA
CZ0624116;6250;NA;NA;NA
CZ0624118;6210;NA;NA;NA
CZ0624119;3270;NA;NA;NA
CZ0624119;6410;NA;NA;NA
CZ0624119;6440;NA;NA;NA
CZ0624119;3260;NA;NA;NA
CZ0624119;3130;NA;NA;NA
CZ0624119;91G0;15,2860183;10,59305984;28
CZ0624119;6210;NA;NA;NA
CZ0624119;3150;NA;NA;NA
CZ0624119;9,10E+01;1,291648956;0;27
CZ0624119;91F0;410,3704863;349,1219494;231
CZ0624119;6430;NA;NA;NA
CZ0624128;8220;NA;NA;NA
CZ0624128;40A0;NA;NA;NA
CZ0624128;6190;NA;NA;NA
CZ0624128;6240;NA;NA;NA
CZ0624128;6110;NA;NA;NA
CZ0624129;9130;2,652457717;1,410443111;18
CZ0624129;6510;NA;NA;NA
CZ0624129;6430;NA;NA;NA
CZ0624130;9130;73,34366254;21,49428196;204
CZ0624130;9170;24,29682844;3,840410882;144
CZ0624130;6510;NA;NA;NA
CZ0624130;8210;NA;NA;NA
CZ0624130;8310;NA;NA;NA
CZ0624130;9180;2,014115701;0;50
CZ0624130;91G0;1,995042873;0;10
CZ0624130;6190;NA;NA;NA
CZ0624130;91H0;4,17E-07;0;1
CZ0624130;6210;NA;NA;NA
CZ0624130;9,10E+01;0,15282902;0;9
CZ0624130;9150;0,5900118;0;13
CZ0624130;6240;NA;NA;NA
CZ0624130;8160;NA;NA;NA
CZ0624132;9130;39,79683728;23,129394;64
CZ0624132;9170;12,33776804;1,272757412;48
CZ0624132;8220;NA;NA;NA
CZ0624132;9180;2,88516556;0;17
CZ0624234;6190;NA;NA;NA
CZ0624234;6240;NA;NA;NA
CZ0624235;6210;NA;NA;NA
CZ0624235;6110;NA;NA;NA
CZ0624236;6210;NA;NA;NA
CZ0624236;6240;NA;NA;NA
CZ0710004;6510;NA;NA;NA
CZ0710006;9170;9,553727916;0;17
CZ0710006;6510;NA;NA;NA
CZ0710007;9170;8,496432257;2,168805928;15
CZ0710007;6510;NA;NA;NA
CZ0710007;9,10E+01;0,215652022;0;6
CZ0710034;9170;0;0;0
CZ0710148;9170;4,150452589;0;6
CZ0710148;6510;NA;NA;NA
CZ0710161;9170;12,70758161;1,161866191;46
CZ0710161;91F0;24,08167757;3,094758708;72
CZ0710182;6410;NA;NA;NA
CZ0710182;9170;3,072322239;2,210240218;9
CZ0710182;3150;NA;NA;NA
CZ0710182;9,10E+01;0;0;0
CZ0710183;9130;0,001310867;0;2
CZ0710183;9110;2,401402843;1,650642358;6
CZ0710183;6510;NA;NA;NA
CZ0710183;8220;NA;NA;NA
CZ0710183;9180;0,005921254;0;3
CZ0710183;9,10E+01;0;0;0
CZ0710505;40A0;NA;NA;NA
CZ0712225;6210;NA;NA;NA
CZ0714073;6410;NA;NA;NA
CZ0714073;9170;125,1583188;23,09034181;256
CZ0714073;6510;NA;NA;NA
CZ0714073;8310;NA;NA;NA
CZ0714073;9,10E+01;2,458922848;0;31
CZ0714073;91F0;137,2215664;42,82013022;244
CZ0714075;9410;141,102233;96,11708387;84
CZ0714075;7110;NA;NA;NA
CZ0714075;4060;NA;NA;NA
CZ0714075;9110;38,43425247;22,95592623;52
CZ0714075;8220;NA;NA;NA
CZ0714075;91D0;0,267955671;0;3
CZ0714075;6150;NA;NA;NA
CZ0714075;6430;NA;NA;NA
CZ0714076;6510;NA;NA;NA
CZ0714076;8210;NA;NA;NA
CZ0714076;6210;NA;NA;NA
CZ0714077;9410;241,2303201;193,6288211;153
CZ0714077;7110;NA;NA;NA
CZ0714077;4060;NA;NA;NA
CZ0714077;9110;22,54727199;11,21073526;44
CZ0714077;8220;NA;NA;NA
CZ0714077;7140;NA;NA;NA
CZ0714077;91D0;8,476492077;4,605185871;18
CZ0714077;6150;NA;NA;NA
CZ0714077;8110;NA;NA;NA
CZ0714077;4080;NA;NA;NA
CZ0714077;6430;NA;NA;NA
CZ0714078;9130;2,368039951;2,367873153;3
CZ0714078;9110;0;0;0
CZ0714078;9180;0;0;0
CZ0714080;9130;2,566981932;0;10
CZ0714080;8210;NA;NA;NA
CZ0714080;8310;NA;NA;NA
CZ0714080;9180;0,000142756;0;1
CZ0714080;9150;1,181318388;0;6
CZ0714080;6110;NA;NA;NA
CZ0714081;9410;0;0;0
CZ0714081;7110;NA;NA;NA
CZ0714081;6230;NA;NA;NA
CZ0714081;7140;NA;NA;NA
CZ0714081;91D0;2,697512882;1,711293145;2
CZ0714081;6430;NA;NA;NA
CZ0714082;9170;0;0;0
CZ0714082;91F0;0,6777805;0;3
CZ0714083;4030;NA;NA;NA
CZ0714083;6210p;NA;NA;NA
CZ0714084;9130;25,25151977;2,161764443;66
CZ0714084;9110;16,71523524;3,55228235;51
CZ0714084;8220;NA;NA;NA
CZ0714085;6510;NA;NA;NA
CZ0714085;3150;NA;NA;NA
CZ0714085;9,10E+01;1,503447651;0;24
CZ0714085;91F0;178,8682397;88,24827567;208
CZ0714085;6430;NA;NA;NA
CZ0714086;9410;20,50486121;15,87751953;21
CZ0714086;7110;NA;NA;NA
CZ0714086;9130;32,50721497;18,3926233;126
CZ0714086;9110;104,0440798;46,11900336;234
CZ0714086;6510;NA;NA;NA
CZ0714086;8220;NA;NA;NA
CZ0714086;8210;NA;NA;NA
CZ0714086;8310;NA;NA;NA
CZ0714086;9180;8,04508731;3,643755758;59
CZ0714086;9,10E+01;0,397599912;0;19
CZ0714086;6430;NA;NA;NA
CZ0714133;6410;NA;NA;NA
CZ0714133;9130;88,72897579;20,73320282;197
CZ0714133;9110;6,864097495;3,816426017;16
CZ0714133;6230;NA;NA;NA
CZ0714133;9170;19,29837029;6,525942558;63
CZ0714133;6510;NA;NA;NA
CZ0714133;8220;NA;NA;NA
CZ0714133;40A0;NA;NA;NA
CZ0714133;9180;9,744031686;0;65
CZ0714133;3130;NA;NA;NA
CZ0714133;7140;NA;NA;NA
CZ0714133;3150;NA;NA;NA
CZ0714133;9,10E+01;0,618496928;0;19
CZ0714133;8150;NA;NA;NA
CZ0714133;6430;NA;NA;NA
CZ0714771;8310;NA;NA;NA
CZ0714772;9130;29,17251652;19,62886155;28
CZ0714772;9110;3,68817316;2,24832451;5
CZ0714772;8220;NA;NA;NA
CZ0714772;9180;0,386071726;0;8
CZ0720013;91I0;0;0;2
CZ0720013;6510;NA;NA;NA
CZ0720013;6210;NA;NA;NA
CZ0720016;9170;0;0;0
CZ0720016;91I0;0;0;1
CZ0720016;6210;NA;NA;NA
CZ0720016;9,10E+01;0;0;0
CZ0720033;9130;20,83124943;17,62979714;47
CZ0720033;9170;1,100773119;0;16
CZ0720033;6510;NA;NA;NA
CZ0720033;8220;NA;NA;NA
CZ0720033;7220;NA;NA;NA
CZ0720033;6210;NA;NA;NA
CZ0720033;6210p;NA;NA;NA
CZ0720033;7140;NA;NA;NA
CZ0720033;6430;NA;NA;NA
CZ0720058;6510;NA;NA;NA
CZ0720153;9130;3,544526449;0;10
CZ0720153;9170;16,23968905;4,495904629;33
CZ0720185;9110;0,841003649;0;9
CZ0720185;6230;NA;NA;NA
CZ0720185;9170;0,199780481;0;5
CZ0720185;6510;NA;NA;NA
CZ0720185;7220;NA;NA;NA
CZ0720185;9,10E+01;0,061359117;0;2
CZ0720190;9130;0,271550035;0;4
CZ0720190;7220;NA;NA;NA
CZ0720192;9130;17,57633151;13,3080588;17
CZ0720192;9170;1,447485524;1,379078344;4
CZ0720192;7220;NA;NA;NA
CZ0720192;9,10E+01;0;0;0
CZ0720420;9170;8,81987398;6,892006861;20
CZ0720420;91I0;0;0;1
CZ0720420;6510;NA;NA;NA
CZ0720420;6210;NA;NA;NA
CZ0720420;9,10E+01;1,216390187;1,053576884;4
CZ0720422;9170;6,63788297;0;55
CZ0720422;6510;NA;NA;NA
CZ0720422;9180;0,450349953;0;3
CZ0720422;9,10E+01;1,196559668;0;8
CZ0720428;9130;15,24667747;9,533279634;21
CZ0720428;9170;2,759932135;0;16
CZ0720428;6510;NA;NA;NA
CZ0720428;7220;NA;NA;NA
CZ0720428;6210;NA;NA;NA
CZ0720428;6210p;NA;NA;NA
CZ0720435;9130;9,404847207;0;28
CZ0720435;9170;0,006135689;0;1
CZ0720435;6510;NA;NA;NA
CZ0720435;5130;NA;NA;NA
CZ0720435;7220;NA;NA;NA
CZ0720435;6210;NA;NA;NA
CZ0720435;6210p;NA;NA;NA
CZ0720437;9130;3,211888093;2,200339918;8
CZ0720437;9170;0,648400696;0;3
CZ0720437;6510;NA;NA;NA
CZ0720437;9180;0,25167613;0;6
CZ0720437;7220;NA;NA;NA
CZ0720437;6210;NA;NA;NA
CZ0720437;9,10E+01;0,251808795;0;3
CZ0720437;6430;NA;NA;NA
CZ0720441;9130;0,568011041;0;3
CZ0720441;9170;0,127579368;0;1
CZ0720441;6510;NA;NA;NA
CZ0720441;7220;NA;NA;NA
CZ0720441;6210;NA;NA;NA
CZ0720441;6210p;NA;NA;NA
CZ0720454;5130;NA;NA;NA
CZ0724087;9170;5,301002623;0;12
CZ0724087;91I0;0;0;0
CZ0724089;9410;25,91459125;15,76522474;97
CZ0724089;3220;NA;NA;NA
CZ0724089;3240;NA;NA;NA
CZ0724089;9130;237,1707914;91,43527945;749
CZ0724089;9110;238,4117769;119,6891363;862
CZ0724089;6230;NA;NA;NA
CZ0724089;9170;25,3275684;6,554521608;151
CZ0724089;6510;NA;NA;NA
CZ0724089;5130;NA;NA;NA
CZ0724089;8220;NA;NA;NA
CZ0724089;8310;NA;NA;NA
CZ0724089;9180;15,92849622;6,092461834;179
CZ0724089;7220;NA;NA;NA
CZ0724089;6210;NA;NA;NA
CZ0724089;9,10E+01;11,91257782;4,320509428;90
CZ0724089;9140;3,541469215;2,026470964;28
CZ0724089;6430;NA;NA;NA
CZ0724089;7230;NA;NA;NA
CZ0724090;6410;NA;NA;NA
CZ0724090;9130;157,1140938;72,231947;207
CZ0724090;9110;3,189812472;1,446465423;24
CZ0724090;9170;51,12263839;12,03525629;137
CZ0724090;91I0;0,000470908;0;1
CZ0724090;6510;NA;NA;NA
CZ0724090;9180;0,023978254;0;1
CZ0724090;91G0;0,778661805;0;6
CZ0724090;7220;NA;NA;NA
CZ0724090;6210;NA;NA;NA
CZ0724090;6210p;NA;NA;NA
CZ0724090;9,10E+01;1,848510151;0;26
CZ0724090;3140;NA;NA;NA
CZ0724090;6430;NA;NA;NA
CZ0724090;7230;NA;NA;NA
CZ0724091;6410;NA;NA;NA
CZ0724091;9130;254,2817705;125,0233988;502
CZ0724091;9170;82,71235318;27,74884824;324
CZ0724091;6510;NA;NA;NA
CZ0724091;8220;NA;NA;NA
CZ0724091;8310;NA;NA;NA
CZ0724091;9180;0,099688514;0;2
CZ0724091;7220;NA;NA;NA
CZ0724091;6210;NA;NA;NA
CZ0724091;6210p;NA;NA;NA
CZ0724091;9,10E+01;2,978172026;0;62
CZ0724091;6430;NA;NA;NA
CZ0724107;91F0;30,86979754;18,5861404;46
CZ0724120;6510;NA;NA;NA
CZ0724120;3150;NA;NA;NA
CZ0724120;9,10E+01;0;0;0
CZ0724120;91F0;9,70316927;5,710985523;8
CZ0724121;9130;3,45E-06;0;10
CZ0724121;9170;0,108954579;0;9
CZ0724121;6510;NA;NA;NA
CZ0724121;5130;NA;NA;NA
CZ0724121;7220;NA;NA;NA
CZ0724121;6210;NA;NA;NA
CZ0724429;9130;17,61977722;4,11821487;58
CZ0724429;9110;8,331956118;0;35
CZ0724429;8310;NA;NA;NA
CZ0724429;9180;1,903821068;0;13
CZ0724430;9130;15,90406887;6,311152405;30
CZ0724430;9170;0,735380781;0;6
CZ0724430;6510;NA;NA;NA
CZ0724430;9180;0,41439213;0;4
CZ0724430;7220;NA;NA;NA
CZ0724430;6210;NA;NA;NA
CZ0724430;6210p;NA;NA;NA
CZ0724430;9,10E+01;0;0;0
CZ0810001;6510;NA;NA;NA
CZ0810001;9180;5,94E-05;0;23
CZ0810001;7220;NA;NA;NA
CZ0810004;3230;NA;NA;NA
CZ0810004;9170;0;0;0
CZ0810004;9,10E+01;0;0;0
CZ0810014;7140;NA;NA;NA
CZ0810014;9,10E+01;0;0;0
CZ0810018;9130;36,18328105;29,82657228;23
CZ0810018;9110;1,114284887;1,084480954;3
CZ0810018;9180;0,213414363;0;6
CZ0810021;9180;0,323289663;0;8
CZ0810021;7220;NA;NA;NA
CZ0810031;9130;0,000798213;0;6
CZ0810032;9130;0;0;0
CZ0810035;9130;0;0;1
CZ0810035;9170;0;0;0
CZ0810035;6510;NA;NA;NA
CZ0810036;6510;NA;NA;NA
CZ0810036;8210;NA;NA;NA
CZ0810036;9180;0,603829931;0;6
CZ0810036;6190;NA;NA;NA
CZ0810036;7220;NA;NA;NA
CZ0810036;6210;NA;NA;NA
CZ0810036;6210p;NA;NA;NA
CZ0810036;6110;NA;NA;NA
CZ0810423;9170;0;0;0
CZ0810423;9190;0;0;0
CZ0810424;3150;NA;NA;NA
CZ0810424;3140;NA;NA;NA
CZ0810425;3140;NA;NA;NA
CZ0813439;3260;NA;NA;NA
CZ0813456;3260;NA;NA;NA
CZ0813456;9,10E+01;1,83E-07;0;1
CZ0813456;6430;NA;NA;NA
CZ0813462;3220;NA;NA;NA
CZ0813462;3240;NA;NA;NA
CZ0813474;9130;0;0;0
CZ0813516;3220;NA;NA;NA
CZ0813516;3240;NA;NA;NA
CZ0813516;9,10E+01;0;0;0
CZ0814092;9170;3,67415461;0;43
CZ0814092;6510;NA;NA;NA
CZ0814092;3130;NA;NA;NA
CZ0814092;3150;NA;NA;NA
CZ0814092;9,10E+01;4,162669903;0;66
CZ0814092;91F0;4,814706517;2,217484703;36
CZ0814092;3140;NA;NA;NA
CZ0814093;9,10E+01;0,112083738;0;5
